#### Simulations (10)
# numof(Client) #1
6.560971453284321 17.0
6.909783430838832 17.0
6.909783430838832 18.0
7.045260896173658 18.0
7.045260896173658 19.0
7.333050953198578 19.0
7.333050953198578 20.0
7.618461268518311 20.0
7.618461268518311 21.0
7.658705751006203 21.0
7.658705751006203 22.0
7.809493210024129 22.0
7.809493210024129 23.0
9.115785049623408 23.0
9.115785049623408 24.0
9.364175389809333 24.0
9.364175389809333 25.0
9.568423931138243 25.0
9.568423931138243 26.0
9.84150053665101 26.0
9.84150053665101 27.0
10.00411336248049 27.0
# clientID #9
0.0 0.0
0.0 0.0
1.305881793906499 0.0
1.305881793906499 1.0
1.317425034434735 1.0
1.317425034434735 2.0
3.506712444458782 2.0
3.506712444458782 3.0
3.684526642202272 3.0
3.684526642202272 4.0
4.03530049002166 4.0
4.03530049002166 5.0
4.235276318980533 5.0
4.235276318980533 6.0
4.540922228559348 6.0
4.540922228559348 7.0
4.722413107518668 7.0
4.722413107518668 8.0
4.794489934723202 8.0
4.794489934723202 9.0
5.042742448764609 9.0
5.042742448764609 10.0
5.512279572212303 10.0
5.512279572212303 11.0
6.150665262435166 11.0
6.150929884985971 12.0
6.150929884985971 12.0
6.253776019105903 12.0
6.253776019105903 13.0
7.549697689937297 13.0
7.549697689937297 14.0
7.956007299809316 14.0
7.956007299809316 15.0
8.300334202745605 15.0
8.300334202745605 16.0
8.824839677201066 16.0
8.824839677201066 17.0
10.33036493921182 17.0
# clientID #10
0.0 0.0
0.0 0.0
0.5911332416796155 0.0
0.5911332416796155 1.0
1.792026941819429 1.0
1.792026941819429 2.0
1.92545035634312 2.0
1.92545035634312 3.0
1.976251006462104 3.0
1.976251006462104 4.0
2.558118594016779 4.0
2.558118594016779 5.0
2.702389611860414 5.0
2.702389611860414 6.0
3.152637740353142 6.0
3.152637740353142 7.0
3.433887024847068 7.0
3.433887024847068 8.0
3.643995153492882 8.0
3.643995153492882 9.0
3.883148227085376 9.0
3.883148227085376 10.0
4.194573752431348 10.0
4.196256573368774 11.0
4.196256573368774 11.0
4.387038106428486 11.0
4.387038106428486 12.0
6.057115910027466 12.0
6.057115910027466 13.0
6.782289242076248 13.0
6.782289242076248 14.0
7.162257117329275 14.0
7.162257117329275 15.0
7.447040277817399 15.0
7.447040277817399 16.0
7.711116100142012 16.0
7.712365129915344 17.0
7.712365129915344 17.0
8.618342693760317 17.0
8.618342693760317 18.0
9.325654812177756 18.0
9.325654812177756 19.0
9.447687557336602 19.0
9.447687557336602 20.0
10.13522129439659 20.0
